Sample_Name,Meat_Type,Campaign,Sampling_time,Lactate_Dose,Packaging,Ph,Sample_CFU_aerobic,Sample_CFU_lactic,Spoilage_level,Etheral,Fermented,Prickly,Rancid,Sulfurous,Run,Amplicon,AvgSpotLen,Bases,BioSample,BioSampleModel,Bytes,Collection_date,DATASTORE_filetype,Experiment,geo_loc_name,Library_Name
P05T1B1,Pork,n°5,T1,Half_dose,Air,6.0,8.0,7.0,,,,,,,SRR8594611,16S,424,44819820,SAMN10970509,Metagenome or environmental,20701035,9/27/2017,"fastq,run.zq,sra",SRX5394469,France: Lamballe,P05T1B1_16S
P05T1B1,Pork,n°5,T1,Half_dose,Air,6.0,8.0,7.0,,,,,,,SRR8590273,gyrB,244,21119791,SAMN10965290,Metagenome or environmental,8786782,9/27/2017,"fastq,run.zq,sra",SRX5390410,France: Lamballe,P05T1B1
P05T1B2,Pork,n°5,T1,Half_dose,70%O2_30%CO2,6.0,7.0,7.0,,,,,,,SRR8590278,gyrB,244,16144678,SAMN10965291,Metagenome or environmental,6472944,9/27/2017,"fastq,run.zq,sra",SRX5390405,France: Lamballe,P05T1B2
P05T1B3,Pork,n°5,T1,Half_dose,50%N2_50%CO2,6.0,8.0,7.0,,,,,,,SRR8594612,16S,424,24045005,SAMN10970510,Metagenome or environmental,10350794,9/27/2017,"fastq,run.zq,sra",SRX5394468,France: Lamballe,P05T1B3_16S
P05T1B3,Pork,n°5,T1,Half_dose,50%N2_50%CO2,6.0,8.0,7.0,,,,,,,SRR8590279,gyrB,244,20215153,SAMN10965292,Metagenome or environmental,8722441,9/27/2017,"fastq,run.zq,sra",SRX5390404,France: Lamballe,P05T1B3
P05T1C1,Pork,n°5,T1,Zero_dose,Air,6.0,8.0,7.0,,,,,,,SRR8594396,16S,424,24936359,SAMN10970511,Metagenome or environmental,10841789,9/27/2017,"fastq,run.zq,sra",SRX5394684,France: Lamballe,P05T1C1_16S
P05T1C1,Pork,n°5,T1,Zero_dose,Air,6.0,8.0,7.0,,,,,,,SRR8590445,gyrB,244,23425748,SAMN10965293,Metagenome or environmental,9808679,9/27/2017,"fastq,run.zq,sra",SRX5390814,France: Lamballe,P05T1C1
P05T1C2,Pork,n°5,T1,Zero_dose,70%O2_30%CO2,6.0,8.0,7.0,,,,,,,SRR8594395,16S,424,6370943,SAMN10970512,Metagenome or environmental,2735967,9/27/2017,"fastq,run.zq,sra",SRX5394685,France: Lamballe,P05T1C2_16S
P05T1C2,Pork,n°5,T1,Zero_dose,70%O2_30%CO2,6.0,8.0,7.0,,,,,,,SRR8590444,gyrB,244,22519485,SAMN10965294,Metagenome or environmental,8613056,9/27/2017,"fastq,run.zq,sra",SRX5390815,France: Lamballe,P05T1C2
P05T1C3,Pork,n°5,T1,Zero_dose,50%N2_50%CO2,6.0,8.0,8.0,,,,,,,SRR8590443,gyrB,244,30192325,SAMN10965295,Metagenome or environmental,13028305,9/27/2017,"fastq,run.zq,sra",SRX5390816,France: Lamballe,P05T1C3
P05T2A1,Pork,n°5,T2,Normal_dose,Air,5.0,8.0,8.0,3.7286,1.2286,2.3071,2.6214,1.5714,0.1286,SRR8594398,16S,424,47032910,SAMN10970513,Metagenome or environmental,20905401,10/3/2017,"fastq,run.zq,sra",SRX5394682,France: Lamballe,P05T2A1_16S
P05T2A1,Pork,n°5,T2,Normal_dose,Air,5.0,8.0,8.0,3.7286,1.2286,2.3071,2.6214,1.5714,0.1286,SRR8590442,gyrB,244,26973868,SAMN10965296,Metagenome or environmental,12009128,10/3/2017,"fastq,run.zq,sra",SRX5390817,France: Lamballe,P05T2A1
P05T2A2,Pork,n°5,T2,Normal_dose,70%O2_30%CO2,5.0,8.0,8.0,2.9929,1.2357,2.3286,2.0214,1.3929,0.1571,SRR8594397,16S,424,70223330,SAMN10970514,Metagenome or environmental,31878419,10/3/2017,"fastq,run.zq,sra",SRX5394683,France: Lamballe,P05T2A2_16S
P05T2A2,Pork,n°5,T2,Normal_dose,70%O2_30%CO2,5.0,8.0,8.0,2.9929,1.2357,2.3286,2.0214,1.3929,0.1571,SRR8590449,gyrB,245,24878262,SAMN10965297,Metagenome or environmental,11253768,10/3/2017,"fastq,run.zq,sra",SRX5390810,France: Lamballe,P05T2A2
P05T2A3,Pork,n°5,T2,Normal_dose,50%N2_50%CO2,5.0,8.0,8.0,4.0357,1.0857,3.0071,2.2429,1.6643,0.35,SRR8594400,16S,424,90054199,SAMN10970515,Metagenome or environmental,40514227,10/3/2017,"fastq,run.zq,sra",SRX5394680,France: Lamballe,P05T2A3_16S
P05T2A3,Pork,n°5,T2,Normal_dose,50%N2_50%CO2,5.0,8.0,8.0,4.0357,1.0857,3.0071,2.2429,1.6643,0.35,SRR8590448,gyrB,244,19953544,SAMN10965298,Metagenome or environmental,8628607,10/3/2017,"fastq,run.zq,sra",SRX5390811,France: Lamballe,P05T2A3
P05T2B1,Pork,n°5,T2,Half_dose,Air,5.0,9.0,9.0,,,,,,,SRR8594399,16S,424,72412914,SAMN10970516,Metagenome or environmental,31896846,10/3/2017,"fastq,run.zq,sra",SRX5394681,France: Lamballe,P05T2B1_16S
P05T2B1,Pork,n°5,T2,Half_dose,Air,5.0,9.0,9.0,,,,,,,SRR8590447,gyrB,244,65665837,SAMN10965299,Metagenome or environmental,29469638,10/3/2017,"fastq,run.zq,sra",SRX5390812,France: Lamballe,P05T2B1
P05T2B2,Pork,n°5,T2,Half_dose,70%O2_30%CO2,5.0,8.0,8.0,,,,,,,SRR8590446,gyrB,244,29277201,SAMN10965300,Metagenome or environmental,11531192,10/3/2017,"fastq,run.zq,sra",SRX5390813,France: Lamballe,P05T2B2
P05T2B3,Pork,n°5,T2,Half_dose,50%N2_50%CO2,5.0,9.0,9.0,,,,,,,SRR8594402,16S,424,25139228,SAMN10970517,Metagenome or environmental,10435991,10/3/2017,"fastq,run.zq,sra",SRX5394678,France: Lamballe,P05T2B3_16S
P05T2B3,Pork,n°5,T2,Half_dose,50%N2_50%CO2,5.0,9.0,9.0,,,,,,,SRR8590451,gyrB,244,21298938,SAMN10965301,Metagenome or environmental,9072841,10/3/2017,"fastq,run.zq,sra",SRX5390808,France: Lamballe,P05T2B3
P05T2C1,Pork,n°5,T2,Zero_dose,Air,5.0,9.0,9.0,,,,,,,SRR8594401,16S,424,30815110,SAMN10970518,Metagenome or environmental,13097222,10/3/2017,"fastq,run.zq,sra",SRX5394679,France: Lamballe,P05T2C1_16S
P05T2C1,Pork,n°5,T2,Zero_dose,Air,5.0,9.0,9.0,,,,,,,SRR8590450,gyrB,244,22599871,SAMN10965302,Metagenome or environmental,9729570,10/3/2017,"fastq,run.zq,sra",SRX5390809,France: Lamballe,P05T2C1
P05T2C2,Pork,n°5,T2,Zero_dose,70%O2_30%CO2,5.0,9.0,9.0,,,,,,,SRR8594404,16S,424,24765542,SAMN10970519,Metagenome or environmental,10773646,10/3/2017,"fastq,run.zq,sra",SRX5394676,France: Lamballe,P05T2C2_16S
P05T2C2,Pork,n°5,T2,Zero_dose,70%O2_30%CO2,5.0,9.0,9.0,,,,,,,SRR8590534,gyrB,244,15356304,SAMN10965303,Metagenome or environmental,6554502,10/3/2017,"fastq,run.zq,sra",SRX5390725,France: Lamballe,P05T2C2
P05T2C3,Pork,n°5,T2,Zero_dose,50%N2_50%CO2,5.0,9.0,8.0,,,,,,,SRR8594403,16S,424,38216736,SAMN10970520,Metagenome or environmental,15874686,10/3/2017,"fastq,run.zq,sra",SRX5394677,France: Lamballe,P05T2C3_16S
P05T2C3,Pork,n°5,T2,Zero_dose,50%N2_50%CO2,5.0,9.0,8.0,,,,,,,SRR8590535,gyrB,244,15025425,SAMN10965304,Metagenome or environmental,6316278,10/3/2017,"fastq,run.zq,sra",SRX5390724,France: Lamballe,P05T2C3
P05T3A1,Pork,n°5,T3,Normal_dose,Air,5.0,8.0,8.0,4.7286,1.7,3.2286,2.7143,1.8929,0.1929,SRR8594699,16S,424,30909878,SAMN10970521,Metagenome or environmental,13633105,10/10/2017,"fastq,run.zq,sra",SRX5394817,France: Lamballe,P05T3A1_16S
P05T3A1,Pork,n°5,T3,Normal_dose,Air,5.0,8.0,8.0,4.7286,1.7,3.2286,2.7143,1.8929,0.1929,SRR8590221,gyrB,244,23932019,SAMN10965305,Metagenome or environmental,10880366,10/10/2017,"fastq,run.zq,sra",SRX5390462,France: Lamballe,P05T3A1
P05T3A2,Pork,n°5,T3,Normal_dose,70%O2_30%CO2,5.0,7.0,7.0,5.2571,1.8,2.6643,2.95,1.9571,0.4143,SRR8594700,16S,424,34168226,SAMN10970522,Metagenome or environmental,15147110,10/10/2017,"fastq,run.zq,sra",SRX5394816,France: Lamballe,P05T3A2_16S
P05T3A2,Pork,n°5,T3,Normal_dose,70%O2_30%CO2,5.0,7.0,7.0,5.2571,1.8,2.6643,2.95,1.9571,0.4143,SRR8590533,gyrB,245,31549748,SAMN10965306,Metagenome or environmental,14073269,10/10/2017,"fastq,run.zq,sra",SRX5390726,France: Lamballe,P05T3A2
P05T3A3,Pork,n°5,T3,Normal_dose,50%N2_50%CO2,5.0,8.0,8.0,4.4857,0.9286,2.3929,2.6429,1.2,0.3857,SRR8590268,gyrB,244,18676039,SAMN10965307,Metagenome or environmental,8242472,10/10/2017,"fastq,run.zq,sra",SRX5390415,France: Lamballe,P05T3A3
P05T3B1,Pork,n°5,T3,Half_dose,Air,5.0,8.0,8.0,,,,,,,SRR8594697,16S,424,51892146,SAMN10970523,Metagenome or environmental,23149429,10/10/2017,"fastq,run.zq,sra",SRX5394819,France: Lamballe,P05T3B1_16S
P05T3B1,Pork,n°5,T3,Half_dose,Air,5.0,8.0,8.0,,,,,,,SRR8590269,gyrB,244,20975074,SAMN10965308,Metagenome or environmental,9145772,10/10/2017,"fastq,run.zq,sra",SRX5390414,France: Lamballe,P05T3B1
P05T3B2,Pork,n°5,T3,Half_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8594698,16S,424,38362110,SAMN10970524,Metagenome or environmental,17036610,10/10/2017,"fastq,run.zq,sra",SRX5394818,France: Lamballe,P05T3B2_16S
P05T3B2,Pork,n°5,T3,Half_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8590536,gyrB,244,21690078,SAMN10965309,Metagenome or environmental,9456464,10/10/2017,"fastq,run.zq,sra",SRX5390723,France: Lamballe,P05T3B2
P05T3B3,Pork,n°5,T3,Half_dose,50%N2_50%CO2,5.0,8.0,8.0,,,,,,,SRR8594703,16S,424,30436861,SAMN10970525,Metagenome or environmental,13013733,10/10/2017,"fastq,run.zq,sra",SRX5394813,France: Lamballe,P05T3B3_16S
P05T3B3,Pork,n°5,T3,Half_dose,50%N2_50%CO2,5.0,8.0,8.0,,,,,,,SRR8590537,gyrB,244,18738742,SAMN10965310,Metagenome or environmental,8225956,10/10/2017,"fastq,run.zq,sra",SRX5390722,France: Lamballe,P05T3B3
P05T3C1,Pork,n°5,T3,Zero_dose,Air,5.0,8.0,8.0,,,,,,,SRR8594704,16S,424,20001042,SAMN10970526,Metagenome or environmental,8810219,10/10/2017,"fastq,run.zq,sra",SRX5394812,France: Lamballe,P05T3C1_16S
P05T3C1,Pork,n°5,T3,Zero_dose,Air,5.0,8.0,8.0,,,,,,,SRR8590550,gyrB,244,20589626,SAMN10965311,Metagenome or environmental,8763274,10/10/2017,"fastq,run.zq,sra",SRX5390709,France: Lamballe,P05T3C1
P05T3C2,Pork,n°5,T3,Zero_dose,70%O2_30%CO2,5.0,8.0,8.0,,,,,,,SRR8594701,16S,424,15146227,SAMN10970527,Metagenome or environmental,6645170,10/10/2017,"fastq,run.zq,sra",SRX5394815,France: Lamballe,P05T3C2_16S
P05T3C2,Pork,n°5,T3,Zero_dose,70%O2_30%CO2,5.0,8.0,8.0,,,,,,,SRR8590551,gyrB,244,18065322,SAMN10965312,Metagenome or environmental,8021195,10/10/2017,"fastq,run.zq,sra",SRX5390708,France: Lamballe,P05T3C2
P05T3C3,Pork,n°5,T3,Zero_dose,50%N2_50%CO2,5.0,8.0,8.0,,,,,,,SRR8594702,16S,424,47570637,SAMN10970528,Metagenome or environmental,20776687,10/10/2017,"fastq,run.zq,sra",SRX5394814,France: Lamballe,P05T3C3_16S
P05T3C3,Pork,n°5,T3,Zero_dose,50%N2_50%CO2,5.0,8.0,8.0,,,,,,,SRR8590339,gyrB,244,23708432,SAMN10965313,Metagenome or environmental,10444465,10/10/2017,"fastq,run.zq,sra",SRX5390344,France: Lamballe,P05T3C3
P05TB,Pork,n°5,Gut,None,None,0.0,7.0,3.0,,,,,,,SRR8590274,gyrB,249,3917222,SAMN10965283,Metagenome or environmental,1449623,9/18/2017,"fastq,run.zq,sra",SRX5390409,France: Lamballe,P05TB
P05TD,Pork,n°5,Primal_cut,None,None,0.0,5.0,3.0,,,,,,,SRR8590275,gyrB,250,18214144,SAMN10965284,Metagenome or environmental,6691725,9/18/2017,"fastq,run.zq,sra",SRX5390408,France: Lamballe,P05TD
P05TE,Pork,n°5,Spices,None,None,0.0,5.0,1.0,,,,,,,,,,,,,,,,,,
P05TG,Pork,n°5,Fat,None,None,0.0,4.0,3.0,,,,,,,SRR8590276,gyrB,249,21186830,SAMN10965285,Metagenome or environmental,10755791,9/18/2017,"fastq,run.zq,sra",SRX5390407,France: Lamballe,P05TG
P06T0A,Pork,n°6,T0,Normal_dose,None,6.0,5.0,3.0,0.7571,0.3714,0.6643,0.4786,0.2929,0.0429,SRR8590342,gyrB,250,15104985,SAMN10965318,Metagenome or environmental,7402365,10/11/2017,"fastq,run.zq,sra",SRX5390341,France: Lamballe,P06T0A
P06T0B,Pork,n°6,T0,Half_dose,None,6.0,4.0,2.0,,,,,,,SRR8590354,gyrB,247,16801708,SAMN10965319,Metagenome or environmental,7798798,10/11/2017,"fastq,run.zq,sra",SRX5390329,France: Lamballe,P06T0B
P06T0C,Pork,n°6,T0,Zero_dose,None,6.0,4.0,2.0,,,,,,,SRR8594351,16S,424,5188106,SAMN10970531,Metagenome or environmental,2192423,10/11/2017,"fastq,run.zq,sra",SRX5394729,France: Lamballe,P06T0C_16S
P06T0C,Pork,n°6,T0,Zero_dose,None,6.0,4.0,2.0,,,,,,,SRR8590348,gyrB,250,12242882,SAMN10965320,Metagenome or environmental,5756478,10/11/2017,"fastq,run.zq,sra",SRX5390335,France: Lamballe,P06T0C
P06T1A1,Pork,n°6,T1,Normal_dose,Air,6.0,7.0,7.0,1.1429,0.7643,0.4643,0.4857,0.1429,0.0357,SRR8590262,gyrB,246,15892530,SAMN10965321,Metagenome or environmental,7178176,10/19/2017,"fastq,run.zq,sra",SRX5390421,France: Lamballe,P06T1A1
P06T1A2,Pork,n°6,T1,Normal_dose,70%O2_30%CO2,6.0,7.0,7.0,0.8786,0.35,1.2429,0.2286,0.5,0.0571,SRR8594352,16S,424,14308551,SAMN10970532,Metagenome or environmental,6160554,10/19/2017,"fastq,run.zq,sra",SRX5394728,France: Lamballe,P06T1A2_16S
P06T1A2,Pork,n°6,T1,Normal_dose,70%O2_30%CO2,6.0,7.0,7.0,0.8786,0.35,1.2429,0.2286,0.5,0.0571,SRR8590261,gyrB,246,19056606,SAMN10965322,Metagenome or environmental,7752354,10/19/2017,"fastq,run.zq,sra",SRX5390422,France: Lamballe,P06T1A2
P06T1A3,Pork,n°6,T1,Normal_dose,50%N2_50%CO2,6.0,6.0,6.0,1.5786,0.7286,1.1286,0.8,0.7143,0.05,SRR8594349,16S,424,9915350,SAMN10970533,Metagenome or environmental,4314854,10/19/2017,"fastq,run.zq,sra",SRX5394731,France: Lamballe,P06T1A3_16S
P06T1A3,Pork,n°6,T1,Normal_dose,50%N2_50%CO2,6.0,6.0,6.0,1.5786,0.7286,1.1286,0.8,0.7143,0.05,SRR8590304,gyrB,244,21304034,SAMN10965323,Metagenome or environmental,9178937,10/19/2017,"fastq,run.zq,sra",SRX5390379,France: Lamballe,P06T1A3
P06T1B1,Pork,n°6,T1,Half_dose,Air,6.0,7.0,6.0,,,,,,,SRR8594350,16S,424,8697766,SAMN10970534,Metagenome or environmental,3592692,10/19/2017,"fastq,run.zq,sra",SRX5394730,France: Lamballe,P06T1B1_16S
P06T1B1,Pork,n°6,T1,Half_dose,Air,6.0,7.0,6.0,,,,,,,SRR8590349,gyrB,245,15445674,SAMN10965324,Metagenome or environmental,6971790,10/19/2017,"fastq,run.zq,sra",SRX5390334,France: Lamballe,P06T1B1
P06T1B2,Pork,n°6,T1,Half_dose,70%O2_30%CO2,6.0,6.0,6.0,,,,,,,SRR8594518,16S,424,10863387,SAMN10970535,Metagenome or environmental,4629173,10/19/2017,"fastq,run.zq,sra",SRX5394562,France: Lamballe,P06T1B2_16S
P06T1B2,Pork,n°6,T1,Half_dose,70%O2_30%CO2,6.0,6.0,6.0,,,,,,,SRR8590350,gyrB,245,18963793,SAMN10965325,Metagenome or environmental,8182051,10/19/2017,"fastq,run.zq,sra",SRX5390333,France: Lamballe,P06T1B2
P06T1B3,Pork,n°6,T1,Half_dose,50%N2_50%CO2,6.0,5.0,6.0,,,,,,,SRR8594348,16S,424,8454430,SAMN10970536,Metagenome or environmental,3550173,10/19/2017,"fastq,run.zq,sra",SRX5394732,France: Lamballe,P06T1B3_16S
P06T1B3,Pork,n°6,T1,Half_dose,50%N2_50%CO2,6.0,5.0,6.0,,,,,,,SRR8590351,gyrB,249,14255780,SAMN10965326,Metagenome or environmental,6665201,10/19/2017,"fastq,run.zq,sra",SRX5390332,France: Lamballe,P06T1B3
P06T1C1,Pork,n°6,T1,Zero_dose,Air,6.0,7.0,6.0,,,,,,,SRR8594345,16S,424,5243215,SAMN10970537,Metagenome or environmental,2324000,10/19/2017,"fastq,run.zq,sra",SRX5394735,France: Lamballe,P06T1C1_16S
P06T1C1,Pork,n°6,T1,Zero_dose,Air,6.0,7.0,6.0,,,,,,,SRR8590352,gyrB,244,20736195,SAMN10965327,Metagenome or environmental,9152870,10/19/2017,"fastq,run.zq,sra",SRX5390331,France: Lamballe,P06T1C1
P06T1C2,Pork,n°6,T1,Zero_dose,70%O2_30%CO2,6.0,6.0,6.0,,,,,,,SRR8594346,16S,424,6666268,SAMN10970538,Metagenome or environmental,2925228,10/19/2017,"fastq,run.zq,sra",SRX5394734,France: Lamballe,P06T1C2_16S
P06T1C2,Pork,n°6,T1,Zero_dose,70%O2_30%CO2,6.0,6.0,6.0,,,,,,,SRR8590353,gyrB,244,16942708,SAMN10965328,Metagenome or environmental,7671512,10/19/2017,"fastq,run.zq,sra",SRX5390330,France: Lamballe,P06T1C2
P06T1C3,Pork,n°6,T1,Zero_dose,50%N2_50%CO2,6.0,6.0,6.0,,,,,,,SRR8594556,16S,424,8625480,SAMN10970539,Metagenome or environmental,3614852,10/19/2017,"fastq,run.zq,sra",SRX5394524,France: Lamballe,P06T1C3_16S
P06T1C3,Pork,n°6,T1,Zero_dose,50%N2_50%CO2,6.0,6.0,6.0,,,,,,,SRR8590123,gyrB,246,12661599,SAMN10965329,Metagenome or environmental,5660751,10/19/2017,"fastq,run.zq,sra",SRX5390560,France: Lamballe,P06T1C3
P06T2A1,Pork,n°6,T2,Normal_dose,Air,5.0,9.0,8.0,2.9357,1.2929,1.5214,1.5643,1.6714,0.0929,SRR8594557,16S,424,23082781,SAMN10970540,Metagenome or environmental,10676106,10/26/2017,"fastq,run.zq,sra",SRX5394523,France: Lamballe,P06T2A1_16S
P06T2A1,Pork,n°6,T2,Normal_dose,Air,5.0,9.0,8.0,2.9357,1.2929,1.5214,1.5643,1.6714,0.0929,SRR8590355,gyrB,244,25405839,SAMN10965330,Metagenome or environmental,11318733,10/26/2017,"fastq,run.zq,sra",SRX5390328,France: Lamballe,P06T2A1
P06T2A2,Pork,n°6,T2,Normal_dose,70%O2_30%CO2,5.0,9.0,8.0,1.9714,0.8143,1.5929,0.95,0.8214,0.0857,SRR8594474,16S,424,31956909,SAMN10970541,Metagenome or environmental,14410905,10/26/2017,"fastq,run.zq,sra",SRX5394606,France: Lamballe,P06T2A2_16S
P06T2A2,Pork,n°6,T2,Normal_dose,70%O2_30%CO2,5.0,9.0,8.0,1.9714,0.8143,1.5929,0.95,0.8214,0.0857,SRR8590343,gyrB,244,21759891,SAMN10965331,Metagenome or environmental,8545246,10/26/2017,"fastq,run.zq,sra",SRX5390340,France: Lamballe,P06T2A2
P06T2A3,Pork,n°6,T2,Normal_dose,50%N2_50%CO2,6.0,9.0,8.0,1.3929,0.65,1.1429,0.8286,0.5643,0.0357,SRR8594473,16S,424,12079306,SAMN10970542,Metagenome or environmental,5326547,10/26/2017,"fastq,run.zq,sra",SRX5394607,France: Lamballe,P06T2A3_16S
P06T2A3,Pork,n°6,T2,Normal_dose,50%N2_50%CO2,6.0,9.0,8.0,1.3929,0.65,1.1429,0.8286,0.5643,0.0357,SRR8590344,gyrB,244,18975020,SAMN10965332,Metagenome or environmental,7933806,10/26/2017,"fastq,run.zq,sra",SRX5390339,France: Lamballe,P06T2A3
P06T2B1,Pork,n°6,T2,Half_dose,Air,5.0,9.0,8.0,,,,,,,SRR8590506,gyrB,245,30574608,SAMN10965333,Metagenome or environmental,13399406,10/26/2017,"fastq,run.zq,sra",SRX5390753,France: Lamballe,P06T2B1
P06T2B2,Pork,n°6,T2,Half_dose,70%O2_30%CO2,5.0,9.0,8.0,,,,,,,SRR8590505,gyrB,244,22834079,SAMN10965334,Metagenome or environmental,9500266,10/26/2017,"fastq,run.zq,sra",SRX5390754,France: Lamballe,P06T2B2
P06T2B3,Pork,n°6,T2,Half_dose,50%N2_50%CO2,5.0,8.0,9.0,,,,,,,SRR8590504,gyrB,245,16330711,SAMN10965335,Metagenome or environmental,7325231,10/26/2017,"fastq,run.zq,sra",SRX5390755,France: Lamballe,P06T2B3
P06T2C1,Pork,n°6,T2,Zero_dose,Air,5.0,9.0,8.0,,,,,,,SRR8590503,gyrB,244,18054518,SAMN10965336,Metagenome or environmental,7831078,10/26/2017,"fastq,run.zq,sra",SRX5390756,France: Lamballe,P06T2C1
P06T2C2,Pork,n°6,T2,Zero_dose,70%O2_30%CO2,5.0,9.0,8.0,,,,,,,SRR8594476,16S,424,31754403,SAMN10970543,Metagenome or environmental,14633046,10/26/2017,"fastq,run.zq,sra",SRX5394604,France: Lamballe,P06T2C2_16S
P06T2C2,Pork,n°6,T2,Zero_dose,70%O2_30%CO2,5.0,9.0,8.0,,,,,,,SRR8590502,gyrB,244,26050793,SAMN10965337,Metagenome or environmental,11073433,10/26/2017,"fastq,run.zq,sra",SRX5390757,France: Lamballe,P06T2C2
P06T2C3,Pork,n°6,T2,Zero_dose,50%N2_50%CO2,6.0,8.0,8.0,,,,,,,SRR8590501,gyrB,244,23302469,SAMN10965338,Metagenome or environmental,10030050,10/26/2017,"fastq,run.zq,sra",SRX5390758,France: Lamballe,P06T2C3
P06T3A1,Pork,n°6,T3,Normal_dose,Air,5.0,8.0,8.0,3.5,1.75,1.5929,2.0143,1.8071,0.1571,SRR8594475,16S,424,12963310,SAMN10970544,Metagenome or environmental,5742152,11/2/2017,"fastq,run.zq,sra",SRX5394605,France: Lamballe,P06T3A1_16S
P06T3A1,Pork,n°6,T3,Normal_dose,Air,5.0,8.0,8.0,3.5,1.75,1.5929,2.0143,1.8071,0.1571,SRR8590500,gyrB,244,14519021,SAMN10965339,Metagenome or environmental,6149771,11/2/2017,"fastq,run.zq,sra",SRX5390759,France: Lamballe,P06T3A1
P06T3A2,Pork,n°6,T3,Normal_dose,70%O2_30%CO2,5.0,8.0,8.0,3.3214,2.7357,1.3286,1.8857,0.9929,0.05,SRR8594470,16S,424,18597613,SAMN10970545,Metagenome or environmental,8177348,11/2/2017,"fastq,run.zq,sra",SRX5394610,France: Lamballe,P06T3A2_16S
P06T3A2,Pork,n°6,T3,Normal_dose,70%O2_30%CO2,5.0,8.0,8.0,3.3214,2.7357,1.3286,1.8857,0.9929,0.05,SRR8590499,gyrB,244,8731933,SAMN10965340,Metagenome or environmental,3077754,11/2/2017,"fastq,run.zq,sra",SRX5390760,France: Lamballe,P06T3A2
P06T3A3,Pork,n°6,T3,Normal_dose,50%N2_50%CO2,5.0,8.0,8.0,3.4643,2.4571,2.2929,1.25,1.4357,0.0786,SRR8590512,gyrB,244,21378981,SAMN10965341,Metagenome or environmental,9142598,11/2/2017,"fastq,run.zq,sra",SRX5390747,France: Lamballe,P06T3A3
P06T3B1,Pork,n°6,T3,Half_dose,Air,5.0,8.0,8.0,,,,,,,SRR8590511,gyrB,244,13953291,SAMN10965342,Metagenome or environmental,6022224,11/2/2017,"fastq,run.zq,sra",SRX5390748,France: Lamballe,P06T3B1
P06T3B2,Pork,n°6,T3,Half_dose,70%O2_30%CO2,5.0,8.0,8.0,,,,,,,SRR8594469,16S,424,52540876,SAMN10970546,Metagenome or environmental,23723760,11/2/2017,"fastq,run.zq,sra",SRX5394611,France: Lamballe,P06T3B2_16S
P06T3B2,Pork,n°6,T3,Half_dose,70%O2_30%CO2,5.0,8.0,8.0,,,,,,,SRR8590436,gyrB,244,16113193,SAMN10965343,Metagenome or environmental,6762564,11/2/2017,"fastq,run.zq,sra",SRX5390823,France: Lamballe,P06T3B2
P06T3B3,Pork,n°6,T3,Half_dose,50%N2_50%CO2,5.0,8.0,8.0,,,,,,,SRR8594472,16S,424,110587709,SAMN10970547,Metagenome or environmental,52931223,11/2/2017,"fastq,run.zq,sra",SRX5394608,France: Lamballe,P06T3B3_16S
P06T3B3,Pork,n°6,T3,Half_dose,50%N2_50%CO2,5.0,8.0,8.0,,,,,,,SRR8590437,gyrB,244,7985287,SAMN10965344,Metagenome or environmental,3444505,11/2/2017,"fastq,run.zq,sra",SRX5390822,France: Lamballe,P06T3B3
P06T3C1,Pork,n°6,T3,Zero_dose,Air,5.0,8.0,8.0,,,,,,,SRR8594471,16S,424,22568454,SAMN10970548,Metagenome or environmental,10400233,11/2/2017,"fastq,run.zq,sra",SRX5394609,France: Lamballe,P06T3C1_16S
P06T3C1,Pork,n°6,T3,Zero_dose,Air,5.0,8.0,8.0,,,,,,,SRR8590434,gyrB,244,12695234,SAMN10965345,Metagenome or environmental,4691668,11/2/2017,"fastq,run.zq,sra",SRX5390825,France: Lamballe,P06T3C1
P06T3C2,Pork,n°6,T3,Zero_dose,70%O2_30%CO2,5.0,8.0,8.0,,,,,,,SRR8594478,16S,424,24303516,SAMN10970549,Metagenome or environmental,10954741,11/2/2017,"fastq,run.zq,sra",SRX5394602,France: Lamballe,P06T3C2_16S
P06T3C2,Pork,n°6,T3,Zero_dose,70%O2_30%CO2,5.0,8.0,8.0,,,,,,,SRR8590435,gyrB,244,24096705,SAMN10965346,Metagenome or environmental,10787712,11/2/2017,"fastq,run.zq,sra",SRX5390824,France: Lamballe,P06T3C2
P06T3C3,Pork,n°6,T3,Zero_dose,50%N2_50%CO2,5.0,8.0,8.0,,,,,,,SRR8590432,gyrB,244,13235650,SAMN10965347,Metagenome or environmental,4694047,11/2/2017,"fastq,run.zq,sra",SRX5390827,France: Lamballe,P06T3C3
P06TB,Pork,n°6,Gut,None,None,0.0,6.0,2.0,,,,,,,SRR8594705,16S,424,17520398,SAMN10970529,Metagenome or environmental,7597575,10/11/2017,"fastq,run.zq,sra",SRX5394811,France: Lamballe,P06TB_16S
P06TB,Pork,n°6,Gut,None,None,0.0,6.0,2.0,,,,,,,SRR8590337,gyrB,249,24639484,SAMN10965314,Metagenome or environmental,10505753,10/11/2017,"fastq,run.zq,sra",SRX5390346,France: Lamballe,P06TB
P06TD,Pork,n°6,Primal_cut,None,None,0.0,5.0,2.0,,,,,,,SRR8590341,gyrB,249,18571797,SAMN10965315,Metagenome or environmental,8779850,10/11/2017,"fastq,run.zq,sra",SRX5390342,France: Lamballe,P06TD
